CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C05835,Likely_to_Leave,1.07,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05836,Stable,0.68,Santosh Rao,Thank‑you email with wellness gift voucher
C05837,Likely_to_Leave,4.73,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C05838,Stable,0.28,Anita Paul,Thank‑you email with wellness gift voucher
C05839,Stable,0.48,Aditi Sharma,Thank‑you email with wellness gift voucher
C05840,Likely_to_Leave,21.5,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05841,Stable,0.09,Meera Iyer,Thank‑you email with wellness gift voucher
C05842,Likely_to_Leave,1.67,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C05843,Stable,0.11,Kunal Desai,Thank‑you email with wellness gift voucher
C05844,Stable,0.14,Anita Paul,Thank‑you email with wellness gift voucher
C05845,Stable,0.47,Aditi Sharma,Thank‑you email with wellness gift voucher
C05846,Stable,0.31,Rahul Singh,Thank‑you email with wellness gift voucher
C05847,Likely_to_Leave,1.78,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05848,Stable,0.68,Santosh Rao,Thank‑you email with wellness gift voucher
C05849,Likely_to_Leave,28.81,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05850,Stable,0.45,Anita Paul,Thank‑you email with wellness gift voucher
C05851,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C05852,Likely_to_Leave,3.95,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05853,Stable,0.19,Meera Iyer,Thank‑you email with wellness gift voucher
C05854,Stable,0.17,Santosh Rao,Thank‑you email with wellness gift voucher
C05855,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C05856,Stable,0.39,Anita Paul,Thank‑you email with wellness gift voucher
C05857,Stable,0.09,Aditi Sharma,Thank‑you email with wellness gift voucher
C05858,Stable,0.04,Rahul Singh,Thank‑you email with wellness gift voucher
C05859,Already_Left,94.46,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C05860,Likely_to_Leave,3.8,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05861,Likely_to_Leave,27.35,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05862,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C05863,Stable,0.12,Aditi Sharma,Thank‑you email with wellness gift voucher
C05864,Likely_to_Leave,31.6,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05865,Likely_to_Leave,2.34,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05866,Likely_to_Leave,1.42,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C05867,Stable,0.49,Kunal Desai,Thank‑you email with wellness gift voucher
C05868,Likely_to_Leave,24.67,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C05869,Likely_to_Leave,7.95,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05870,Stable,0.06,Rahul Singh,Thank‑you email with wellness gift voucher
C05871,Stable,0.04,Meera Iyer,Thank‑you email with wellness gift voucher
C05872,Already_Left,81.08,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C05873,Stable,0.33,Kunal Desai,Thank‑you email with wellness gift voucher
C05874,Stable,0.49,Anita Paul,Thank‑you email with wellness gift voucher
C05875,Likely_to_Leave,8.01,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05876,Stable,0.63,Rahul Singh,Thank‑you email with wellness gift voucher
C05877,Already_Left,89.6,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C05878,Already_Left,74.85,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C05879,Stable,0.27,Kunal Desai,Thank‑you email with wellness gift voucher
C05880,Likely_to_Leave,33.03,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C05881,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C05882,Likely_to_Leave,23.1,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05883,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C05884,Stable,0.37,Santosh Rao,Thank‑you email with wellness gift voucher
C05885,Likely_to_Leave,2.44,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C05886,Likely_to_Leave,3.02,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C05887,Stable,0.11,Aditi Sharma,Thank‑you email with wellness gift voucher
C05888,Stable,0.18,Rahul Singh,Thank‑you email with wellness gift voucher
C05889,Likely_to_Leave,1.86,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05890,Likely_to_Leave,2.74,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C05891,Likely_to_Leave,41.3,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05892,Stable,0.11,Anita Paul,Thank‑you email with wellness gift voucher
C05893,Likely_to_Leave,10.35,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C05894,Likely_to_Leave,0.78,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C05895,Stable,0.07,Meera Iyer,Thank‑you email with wellness gift voucher
C05896,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C05897,Stable,0.41,Kunal Desai,Thank‑you email with wellness gift voucher
C05898,Likely_to_Leave,3.03,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C05899,Likely_to_Leave,1.66,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05900,Likely_to_Leave,4.09,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05901,Stable,0.04,Meera Iyer,Thank‑you email with wellness gift voucher
C05902,Likely_to_Leave,1.25,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05903,Likely_to_Leave,3.47,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05904,Likely_to_Leave,5.34,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C05905,Stable,0.12,Aditi Sharma,Thank‑you email with wellness gift voucher
C05906,Likely_to_Leave,2.55,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C05907,Stable,0.33,Meera Iyer,Thank‑you email with wellness gift voucher
C05908,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C05909,Likely_to_Leave,2.11,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05910,Likely_to_Leave,1.07,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C05911,Likely_to_Leave,2.07,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05912,Stable,0.29,Rahul Singh,Thank‑you email with wellness gift voucher
C05913,Already_Left,85.17,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C05914,Stable,0.37,Santosh Rao,Thank‑you email with wellness gift voucher
C05915,Likely_to_Leave,2.55,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C05916,Already_Left,32.7,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C05917,Stable,0.17,Aditi Sharma,Thank‑you email with wellness gift voucher
C05918,Stable,0.42,Rahul Singh,Thank‑you email with wellness gift voucher
C05919,Already_Left,32.8,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C05920,Stable,0.24,Santosh Rao,Thank‑you email with wellness gift voucher
C05921,Stable,0.26,Kunal Desai,Thank‑you email with wellness gift voucher
C05922,Already_Left,32.16,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C05923,Stable,0.52,Aditi Sharma,Thank‑you email with wellness gift voucher
C05924,Likely_to_Leave,2.39,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05925,Stable,0.26,Meera Iyer,Thank‑you email with wellness gift voucher
C05926,Likely_to_Leave,16.38,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C05927,Likely_to_Leave,3.17,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C05928,Stable,0.22,Anita Paul,Thank‑you email with wellness gift voucher
C05929,Likely_to_Leave,21.12,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05930,Likely_to_Leave,1.01,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05931,Likely_to_Leave,3.92,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05932,Likely_to_Leave,2.85,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05933,Stable,0.14,Kunal Desai,Thank‑you email with wellness gift voucher
C05934,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C05935,Stable,0.04,Aditi Sharma,Thank‑you email with wellness gift voucher
C05936,Likely_to_Leave,1.19,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C05937,Likely_to_Leave,1.6,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05938,Stable,0.1,Santosh Rao,Thank‑you email with wellness gift voucher
C05939,Likely_to_Leave,9.7,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C05940,Stable,0.32,Anita Paul,Thank‑you email with wellness gift voucher
C05941,Likely_to_Leave,10.22,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05942,Stable,0.59,Rahul Singh,Thank‑you email with wellness gift voucher
C05943,Likely_to_Leave,1.88,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C05944,Stable,0.13,Santosh Rao,Thank‑you email with wellness gift voucher
C05945,Likely_to_Leave,30.02,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05946,Likely_to_Leave,2.1,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C05947,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C05948,Stable,0.03,Rahul Singh,Thank‑you email with wellness gift voucher
C05949,Stable,0.41,Meera Iyer,Thank‑you email with wellness gift voucher
C05950,Likely_to_Leave,1.67,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C05951,Stable,0.13,Kunal Desai,Thank‑you email with wellness gift voucher
C05952,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C05953,Likely_to_Leave,3.69,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C05954,Likely_to_Leave,7.89,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C05955,Already_Left,69.43,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C05956,Stable,0.23,Santosh Rao,Thank‑you email with wellness gift voucher
C05957,Stable,0.04,Kunal Desai,Thank‑you email with wellness gift voucher
C05958,Stable,0.04,Anita Paul,Thank‑you email with wellness gift voucher
C05959,Already_Left,40.65,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C05960,Likely_to_Leave,3.26,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05961,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C05962,Likely_to_Leave,72.96,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05963,Stable,0.14,Kunal Desai,Thank‑you email with wellness gift voucher
C05964,Stable,0.41,Anita Paul,Thank‑you email with wellness gift voucher
C05965,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C05966,Already_Left,26.53,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C05967,Stable,0.23,Meera Iyer,Thank‑you email with wellness gift voucher
C05968,Likely_to_Leave,1.21,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05969,Likely_to_Leave,2.72,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05970,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C05971,Likely_to_Leave,1.99,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05972,Likely_to_Leave,1.07,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C05973,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C05974,Likely_to_Leave,19.3,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05975,Likely_to_Leave,2.86,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05976,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C05977,Stable,0.4,Aditi Sharma,Thank‑you email with wellness gift voucher
C05978,Stable,0.41,Rahul Singh,Thank‑you email with wellness gift voucher
C05979,Likely_to_Leave,2.35,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C05980,Likely_to_Leave,45.67,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C05981,Likely_to_Leave,2.41,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C05982,Stable,0.41,Anita Paul,Thank‑you email with wellness gift voucher
C05983,Likely_to_Leave,1.64,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05984,Stable,0.23,Rahul Singh,Thank‑you email with wellness gift voucher
C05985,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C05986,Likely_to_Leave,14.0,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C05987,Stable,0.4,Kunal Desai,Thank‑you email with wellness gift voucher
C05988,Likely_to_Leave,1.64,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C05989,Likely_to_Leave,39.3,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C05990,Likely_to_Leave,1.34,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C05991,Stable,0.2,Meera Iyer,Thank‑you email with wellness gift voucher
C05992,Stable,0.42,Santosh Rao,Thank‑you email with wellness gift voucher
C05993,Likely_to_Leave,20.02,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C05994,Likely_to_Leave,43.74,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C05995,Stable,0.22,Aditi Sharma,Thank‑you email with wellness gift voucher
C05996,Likely_to_Leave,2.45,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C05997,Stable,0.04,Meera Iyer,Thank‑you email with wellness gift voucher
C05998,Already_Left,49.94,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C05999,Stable,0.34,Kunal Desai,Thank‑you email with wellness gift voucher
C06000,Stable,0.17,Anita Paul,Thank‑you email with wellness gift voucher
C06001,Stable,0.13,Aditi Sharma,Thank‑you email with wellness gift voucher
C06002,Likely_to_Leave,6.55,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06003,Likely_to_Leave,0.81,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06004,Stable,0.16,Santosh Rao,Thank‑you email with wellness gift voucher
C06005,Likely_to_Leave,3.57,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06006,Likely_to_Leave,2.68,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06007,Likely_to_Leave,3.07,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06008,Likely_to_Leave,12.13,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06009,Likely_to_Leave,56.14,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06010,Already_Left,85.37,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C06011,Likely_to_Leave,2.39,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06012,Stable,0.39,Anita Paul,Thank‑you email with wellness gift voucher
C06013,Likely_to_Leave,1.1,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06014,Likely_to_Leave,1.34,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06015,Likely_to_Leave,23.73,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06016,Likely_to_Leave,3.33,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06017,Stable,0.04,Kunal Desai,Thank‑you email with wellness gift voucher
C06018,Likely_to_Leave,2.38,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06019,Likely_to_Leave,2.9,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06020,Likely_to_Leave,3.42,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06021,Stable,0.64,Meera Iyer,Thank‑you email with wellness gift voucher
C06022,Already_Left,72.35,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C06023,Likely_to_Leave,1.81,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06024,Likely_to_Leave,1.39,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06025,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C06026,Stable,0.05,Rahul Singh,Thank‑you email with wellness gift voucher
C06027,Stable,0.29,Meera Iyer,Thank‑you email with wellness gift voucher
C06028,Already_Left,80.64,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C06029,Likely_to_Leave,4.15,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06030,Stable,0.51,Anita Paul,Thank‑you email with wellness gift voucher
C06031,Likely_to_Leave,1.16,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06032,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C06033,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C06034,Likely_to_Leave,3.09,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06035,Stable,0.47,Kunal Desai,Thank‑you email with wellness gift voucher
C06036,Stable,0.29,Anita Paul,Thank‑you email with wellness gift voucher
C06037,Likely_to_Leave,0.9,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06038,Likely_to_Leave,32.46,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06039,Likely_to_Leave,1.05,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06040,Likely_to_Leave,13.34,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06041,Already_Left,21.77,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C06042,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C06043,Likely_to_Leave,28.47,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06044,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C06045,Likely_to_Leave,17.31,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06046,Stable,0.32,Santosh Rao,Thank‑you email with wellness gift voucher
C06047,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C06048,Stable,0.23,Anita Paul,Thank‑you email with wellness gift voucher
C06049,Stable,0.03,Aditi Sharma,Thank‑you email with wellness gift voucher
C06050,Likely_to_Leave,1.89,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06051,Already_Left,80.56,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C06052,Likely_to_Leave,0.86,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06053,Stable,0.58,Kunal Desai,Thank‑you email with wellness gift voucher
C06054,Likely_to_Leave,16.18,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06055,Already_Left,57.73,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C06056,Likely_to_Leave,14.16,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06057,Stable,0.08,Meera Iyer,Thank‑you email with wellness gift voucher
C06058,Likely_to_Leave,1.91,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06059,Stable,0.42,Kunal Desai,Thank‑you email with wellness gift voucher
C06060,Likely_to_Leave,4.66,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06061,Likely_to_Leave,3.18,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06062,Already_Left,66.86,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C06063,Likely_to_Leave,29.81,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06064,Stable,0.27,Santosh Rao,Thank‑you email with wellness gift voucher
C06065,Likely_to_Leave,24.4,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06066,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C06067,Already_Left,87.31,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C06068,Stable,0.04,Rahul Singh,Thank‑you email with wellness gift voucher
C06069,Likely_to_Leave,1.92,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06070,Stable,0.2,Santosh Rao,Thank‑you email with wellness gift voucher
C06071,Likely_to_Leave,45.31,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06072,Likely_to_Leave,12.61,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06073,Stable,0.28,Aditi Sharma,Thank‑you email with wellness gift voucher
C06074,Already_Left,90.8,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C06075,Likely_to_Leave,2.54,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06076,Stable,0.68,Santosh Rao,Thank‑you email with wellness gift voucher
C06077,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C06078,Stable,0.11,Anita Paul,Thank‑you email with wellness gift voucher
C06079,Likely_to_Leave,11.05,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06080,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C06081,Stable,0.24,Meera Iyer,Thank‑you email with wellness gift voucher
C06082,Stable,0.33,Santosh Rao,Thank‑you email with wellness gift voucher
C06083,Stable,0.4,Kunal Desai,Thank‑you email with wellness gift voucher
C06084,Likely_to_Leave,1.54,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06085,Stable,0.52,Aditi Sharma,Thank‑you email with wellness gift voucher
C06086,Stable,0.23,Rahul Singh,Thank‑you email with wellness gift voucher
C06087,Stable,0.47,Meera Iyer,Thank‑you email with wellness gift voucher
C06088,Likely_to_Leave,3.33,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06089,Likely_to_Leave,5.74,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06090,Likely_to_Leave,32.09,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06091,Likely_to_Leave,2.99,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06092,Stable,0.18,Rahul Singh,Thank‑you email with wellness gift voucher
C06093,Likely_to_Leave,20.75,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06094,Stable,0.18,Santosh Rao,Thank‑you email with wellness gift voucher
C06095,Stable,0.34,Kunal Desai,Thank‑you email with wellness gift voucher
C06096,Likely_to_Leave,22.31,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06097,Likely_to_Leave,18.7,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06098,Stable,0.37,Rahul Singh,Thank‑you email with wellness gift voucher
C06099,Stable,0.44,Meera Iyer,Thank‑you email with wellness gift voucher
C06100,Likely_to_Leave,3.35,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06101,Likely_to_Leave,7.08,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06102,Likely_to_Leave,0.75,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06103,Likely_to_Leave,2.2,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06104,Stable,0.29,Rahul Singh,Thank‑you email with wellness gift voucher
C06105,Stable,0.09,Meera Iyer,Thank‑you email with wellness gift voucher
C06106,Stable,0.12,Santosh Rao,Thank‑you email with wellness gift voucher
C06107,Stable,0.22,Kunal Desai,Thank‑you email with wellness gift voucher
C06108,Likely_to_Leave,3.07,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06109,Likely_to_Leave,4.29,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06110,Stable,0.1,Rahul Singh,Thank‑you email with wellness gift voucher
C06111,Likely_to_Leave,6.12,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06112,Likely_to_Leave,1.99,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06113,Likely_to_Leave,1.47,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06114,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C06115,Likely_to_Leave,66.73,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06116,Likely_to_Leave,1.93,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06117,Stable,0.38,Meera Iyer,Thank‑you email with wellness gift voucher
C06118,Stable,0.13,Santosh Rao,Thank‑you email with wellness gift voucher
C06119,Already_Left,28.85,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C06120,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C06121,Stable,0.31,Aditi Sharma,Thank‑you email with wellness gift voucher
C06122,Already_Left,37.31,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C06123,Likely_to_Leave,19.19,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06124,Likely_to_Leave,5.19,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06125,Stable,0.11,Kunal Desai,Thank‑you email with wellness gift voucher
C06126,Already_Left,87.14,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C06127,Stable,0.17,Aditi Sharma,Thank‑you email with wellness gift voucher
C06128,Likely_to_Leave,2.93,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06129,Likely_to_Leave,12.6,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06130,Stable,0.22,Santosh Rao,Thank‑you email with wellness gift voucher
C06131,Stable,0.69,Kunal Desai,Thank‑you email with wellness gift voucher
C06132,Likely_to_Leave,30.49,Anita Paul,Proactive email: upgrade to Standard with 10% discount
